User: 0, Movies: (0.5718444331044038, 0.5572569918481304, 0.5455931218750222, 0.5410222896584795, 0.5230066531781433)
User: 1, Movies: (0.5177129758329336, 0.5037301332559229, 0.4734242174892423, 0.4655444369317579, 0.4654414462455874)
User: 2, Movies: (0.47797654276739776, 0.4446529390339241, 0.4309238769061993, 0.4078729815044412, 0.40475404249274216)
User: 3, Movies: (0.5108942555353643, 0.3854115176474693, 0.38302710762973907, 0.38240993143469815, 0.3735518635352257)
User: 4, Movies: (0.4161515897261539, 0.40713145830954844, 0.3694757813987664, 0.3644962054045067, 0.36046705182276534)
User: 5, Movies: (0.4994922056845014, 0.47624775143281084, 0.4636081044881353, 0.4346620170883409, 0.4334563481410334)
User: 6, Movies: (0.5112361439891389, 0.45034838917208314, 0.44367584749705247, 0.4317711873679, 0.4140223133438005)
User: 7, Movies: (0.5530016304930069, 0.5530016304930069, 0.5277811216573695, 0.5026227021417268, 0.4824931308681811)
User: 8, Movies: (0.519088294017163, 0.5056334622717406, 0.44062369465408224, 0.4330239944937486, 0.4320300551339525)
User: 9, Movies: (0.5918505689766923, 0.5760178327058068, 0.5658111925119252, 0.5548307538649349, 0.5411561013025984)
User: 10, Movies: (0.5489115867519901, 0.535816728184707, 0.46327596519998626, 0.4576914889850008, 0.4344653911852872)
User: 11, Movies: (0.3720610279417013, 0.3531321595858944, 0.3363365442048138, 0.3361915894327332, 0.3338844084545679)
User: 12, Movies: (0.5307025475767344, 0.5145615971514644, 0.4982430849060565, 0.4976483685942162, 0.4976483685942162)
User: 13, Movies: (0.3825281513722001, 0.36003072572648553, 0.35574324566173643, 0.3516316838181928, 0.34639942202508917)
User: 14, Movies: (0.42438961302610334, 0.4067978576186227, 0.3942500021275318, 0.3942494031389897, 0.38223755794339853)
User: 15, Movies: (0.43133260697055337, 0.4295010525845576, 0.42788833988257174, 0.41873326528694876, 0.38772701505025836)
User: 16, Movies: (0.446204604112268, 0.41579884535037587, 0.41503192359146196, 0.40610812599791407, 0.39564425218653004)
User: 17, Movies: (0.3337134360395094, 0.2900946235661737, 0.28943160755057407, 0.2814115543919397, 0.24274039088421262)
User: 18, Movies: (0.6152543558166013, 0.554878046798545, 0.4137249569928138, 0.40844194708389403, 0.39457397610606576)
User: 19, Movies: (0.464563112148801, 0.3434836716083836, 0.33989318783424255, 0.32365038891837994, 0.3145850020187586)
User: 20, Movies: (0.43428572931907494, 0.4258788468268598, 0.40533592210894664, 0.40102177534033184, 0.39622909178134175)
User: 21, Movies: (0.5160019296845304, 0.45655811074317515, 0.3856468407012975, 0.3794149895395719, 0.36469515834308996)
User: 22, Movies: (0.40273043387289825, 0.35310929506803734, 0.33865774080900596, 0.3325073030970706, 0.32923455583145766)
User: 23, Movies: (0.24870407952696616, 0.2174696932767403, 0.21460392293097066, 0.21143970885434213, 0.20959689834403483)
User: 24, Movies: (0.5245450666572016, 0.4570976841627644, 0.446680668282183, 0.38833166651928014, 0.38017224951354633)
User: 25, Movies: (0.5492275707627077, 0.5329895590988565, 0.5208326312785125, 0.5083784602621255, 0.5083784602621255)
User: 26, Movies: (0.5755860689153816, 0.5633159611345501, 0.4885149961219704, 0.4659869196664001, 0.43765803546699383)
User: 27, Movies: (0.40261437926682364, 0.3813123760215703, 0.3694501734652217, 0.3412882254794942, 0.3270252213456762)
User: 28, Movies: (0.4212595231071945, 0.37113807045177843, 0.32939395058532517, 0.30425578939428116, 0.295851336074467)
User: 29, Movies: (0.4977753138968928, 0.4930975386021723, 0.4787129042627032, 0.4642502727895779, 0.46005322797831744)
User: 30, Movies: (0.35459880418001455, 0.3187153033875847, 0.2974524782421967, 0.29698689975512443, 0.29531861677454013)
User: 31, Movies: (0.5303237795462535, 0.5224372520656435, 0.5148992789069, 0.4853740966436094, 0.47695805775788497)
User: 32, Movies: (1.0000000000000002, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002)
User: 33, Movies: (0.5235616770588516, 0.5188606087491776, 0.4931534693949018, 0.48975033792905587, 0.48832133042096715)
User: 34, Movies: (0.6642369824563464, 0.5332191552151503, 0.49799905217981594, 0.4972996329715904, 0.4836553397351837)
User: 35, Movies: (0.5165395342360732, 0.4138850710364719, 0.3944037232183434, 0.3784817567152832, 0.3632464702676066)
User: 36, Movies: (0.9663174167223321, 0.9663174167223321, 0.9584441496938625, 0.9385210286405985, 0.9385210286405985)
User: 37, Movies: (0.9999999999999992, 0.9999999999999992, 0.9999999999999992, 0.9999999999999992, 0.9999999999999992)
User: 38, Movies: (0.5029271211570635, 0.49729431967909227, 0.48996296400005696, 0.47572350452915413, 0.46664736301368626)
User: 39, Movies: (0.48824748092296333, 0.3915343424824079, 0.3572633272950503, 0.3572633272950503, 0.3572633272950503)
User: 40, Movies: (0.3423134888270366, 0.3171190402534911, 0.31538330943463033, 0.3120441040979595, 0.3066668819542766)
User: 41, Movies: (0.6642922152132748, 0.5929640992302282, 0.566548588938711, 0.5386062109013717, 0.5358559699575413)
User: 42, Movies: (0.5856843554566065, 0.584971693769241, 0.5093766108989727, 0.44770388130411765, 0.4307851020128805)
User: 43, Movies: (0.4323854270533463, 0.36875584779476706, 0.3636662941139485, 0.3459499287626532, 0.3099810746784052)
User: 44, Movies: (0.3724647088884425, 0.36197680203865923, 0.35902654444337784, 0.3415971197397735, 0.32730190409514826)
User: 45, Movies: (0.4782575339322749, 0.4301502946435318, 0.4229379155384587, 0.4212002166829963, 0.4163713603085171)
User: 46, Movies: (0.6574144254086091, 0.5936075728511544, 0.5774701846177733, 0.564416224821145, 0.55696135903761)
User: 47, Movies: (0.47384006000501955, 0.45995575580482245, 0.4502414558219947, 0.43490969698766624, 0.43398922351839486)
User: 48, Movies: (1.000000000000001, 0.989668340395976, 0.989668340395976, 0.989668340395976, 0.9862577058799102)
User: 49, Movies: (0.6287516864693226, 0.5826453749591805, 0.543068026791043, 0.5209442138955807, 0.518738982764993)
User: 50, Movies: (0.8127561836203224, 0.7984353605429315, 0.7831027507346832, 0.7779496177777825, 0.7190412122800343)
User: 51, Movies: (0.42808804998827354, 0.36663941989450644, 0.3664364788757598, 0.354599543292909, 0.34740947509354153)
User: 52, Movies: (0.8091499816857141, 0.7384105915071126, 0.6331939103633677, 0.6182525962500446, 0.547840393139996)
User: 53, Movies: (0.8475629871635053, 0.8475629871635053, 0.8475629871635053, 0.8475629871635053, 0.8475629871635053)
User: 54, Movies: (0.5922900399851689, 0.5526092742225404, 0.5422103315523182, 0.5045073448900231, 0.5042212767676668)
